,epoch,training loss,validation loss
700,700,386492.3023376465,343261.47883987427
701,701,373319.2833175659,373665.8839111328
702,702,406718.394241333,363246.4791870117
703,703,377462.0211277008,340662.27923583984
704,704,388980.6058731079,360010.78731918335
705,705,407851.4581565857,335597.5376586914
706,706,378680.5512084961,335062.7957763672
707,707,380558.610452652,361909.7128715515
708,708,376341.62825775146,329345.2572784424
709,709,379269.9200421572,346216.3617248535
710,710,369541.76343536377,362533.5580558777
711,711,410824.87017822266,305122.7947692871
712,712,414167.23846435547,306529.0680847168
713,713,391662.0193634033,321802.78213500977
714,714,381389.2436847687,338807.2988538742
715,715,379140.3536148071,354062.9117279053
716,716,378989.34942626953,375272.7691421509
717,717,388689.2480239868,349610.573928833
718,718,377080.936668396,325872.93601989746
719,719,378879.95375061035,387041.5798034668
720,720,433457.5269622803,359213.82824993134
721,721,402385.04901504517,355665.0355987549
722,722,380702.1394805908,286861.08264160156
723,723,383959.3183288574,320528.440032959
724,724,374806.98697662354,358199.2299103737
725,725,382647.6071205139,321654.072265625
726,726,399034.74869537354,433471.814453125
727,727,420912.1643733978,321119.13806152344
728,728,401392.4243774414,356458.46759033203
729,729,399220.1070098877,370831.04650878906
730,730,392598.10177612305,376446.0460510254
731,731,379960.42904663086,375790.9366760254
732,732,439077.60160827637,400614.2151069641
733,733,460976.7354888916,371252.7119216919
734,734,450669.31936597824,348487.49896240234
735,735,362815.0733980201,359382.7463989258
736,736,467237.81437301636,347745.28804016113
737,737,440194.97395706177,335245.60469818115
738,738,434985.3661174774,342015.8193740845
739,739,430579.16412353516,337090.87187194824
740,740,411901.15899658203,333844.07189559937
741,741,399195.6197576523,335460.02495765686
742,742,386014.3673095703,336453.688457489
743,743,374988.2963256836,342323.096157074
744,744,373033.4861564636,345180.5584640503
745,745,377836.5747680664,352747.33584213257
746,746,397523.06073760986,460473.38692855835
747,747,387741.38007736206,354532.4213562012
748,748,389407.00398254395,411585.57194566727
749,749,415777.4362640381,425525.0125427246
750,750,383422.5944824219,416454.2680387497
751,751,381438.3620529175,414998.3391447067
752,752,379341.8382873535,418561.5519065857
753,753,386924.8490753174,360403.7214126587
754,754,382699.59320259094,377680.14391326904
755,755,377548.87650871277,358674.4821166992
756,756,389787.64572143555,339448.4693450928
757,757,382385.3243942261,302216.8176879883
758,758,462762.9299836159,336555.8104381561
759,759,413602.42670059204,360545.66234588623
760,760,408371.06640815735,356626.7439804077
761,761,413238.644695282,368139.60260009766
762,762,422675.6889038086,351793.2088165283
763,763,412251.2950935364,356382.08908081055
764,764,406814.4959487915,352254.0806007385
765,765,416891.67419815063,347374.4044418335
766,766,430454.78991889954,302657.6739501953
767,767,420504.26823425293,341897.5794067383
768,768,413011.51989746094,335659.429708004
769,769,407990.35813236237,345460.4501800537
770,770,411189.31032943726,315538.23791503906
771,771,419193.37802124023,311798.9963378906
772,772,424871.73347473145,370387.75213623047
773,773,395203.63921165466,358909.44983673096
774,774,394557.4859313965,358958.64376831055
775,775,408656.7954750061,303508.8989562988
776,776,486010.8774032593,277950.6799926758
777,777,466718.70828819275,313477.9489746094
778,778,425068.57344055176,330145.89166259766
779,779,422773.9732093811,324349.35986328125
780,780,402123.652381897,325639.31329345703
781,781,398612.0447463989,327392.7071533203
782,782,392564.6200866699,329443.6931152344
783,783,385640.2309036255,333678.55450439453
784,784,399268.91796875,371307.9287109375
785,785,417347.587310791,331538.04412841797
786,786,388385.0228805542,311422.3180541992
787,787,385278.275100708,333540.8114013672
788,788,383984.26692199707,325260.40313720703
789,789,385878.2537384033,329572.7453613281
790,790,380990.18185424805,338826.5646057129
791,791,386701.00343322754,339780.1646118164
792,792,387221.3670349121,324613.70428466797
793,793,379038.9649963379,329329.9052734375
794,794,380548.47438049316,333347.0287475586
795,795,379282.8911342621,332793.15936279297
796,796,381440.2411289215,335648.3569946289
797,797,380857.59574508667,341183.50079345703
798,798,378237.0117378235,343771.3267440796
799,799,375618.117433548,350619.56692123413
800,800,370394.3354663849,335318.2272605896
801,801,372839.21603393555,350598.4416656494
802,802,373391.78586006165,343713.85974502563
803,803,373332.8277282715,366059.5059623718
804,804,370728.27924728394,357318.2851791382
805,805,380697.10714912415,338399.38542175293
806,806,374422.7699584961,351899.6763191223
807,807,366501.9740829468,352044.9892692566
808,808,367000.0643234253,362936.7232208252
809,809,373998.58013916016,364365.8473339081
810,810,374420.02674102783,365890.7000980377
811,811,364459.12187957764,361222.55342292786
812,812,364718.9652633667,359893.05185222626
813,813,367187.9253234863,359636.51623916626
814,814,374666.1743850708,355748.8737716675
815,815,379182.39518737793,320520.33392333984
816,816,383502.9224243164,341904.7556152344
817,817,377521.848236084,340513.54724121094
818,818,366382.94385528564,361008.4703216553
819,819,383102.2824707031,353879.6092042923
820,820,368871.4105911255,340154.5548248291
821,821,367487.2320404053,359883.4263057709
822,822,367684.8028821945,337015.08923339844
823,823,375628.89042282104,348231.6717338562
824,824,372644.153427124,352825.3567619324
825,825,362869.0979089737,364472.0944786072
826,826,371450.33055877686,344910.77041625977
827,827,370141.3548631668,346563.930770874
828,828,369544.1561203003,352694.5185165405
829,829,377416.81882476807,348166.59161376953
830,830,369003.9740447998,344892.050239563
831,831,377719.837890625,363018.19731140137
832,832,366457.5988173485,382886.6236343384
833,833,363167.11016845703,356426.4649925232
834,834,375491.83361816406,351812.7622909546
835,835,362892.1647796631,352177.0408477783
836,836,375075.76046180725,331079.6945800781
837,837,367645.77668762207,351615.9149398804
838,838,365604.920501709,362859.3286719322
839,839,363965.4719295502,363255.7300338745
840,840,355526.0492591858,322864.01834106445
841,841,364447.7080230713,390627.67006492615
842,842,406290.62254858017,329465.876452446
843,843,403643.00818634033,324956.0109863281
844,844,377688.1332702637,330048.0100402832
845,845,363223.4746246338,312596.9253540039
846,846,391262.06759643555,315927.9307861328
847,847,380970.9875946045,357022.2077741623
848,848,376350.0225868225,336530.0717163086
849,849,358756.2344055176,348734.8678894043
850,850,361638.10090637207,351801.3566746712
851,851,362133.05117177963,347579.444442749
852,852,366612.55728912354,344369.65463256836
853,853,367809.1969680786,360617.65406417847
854,854,356123.8508911133,348387.8543243408
855,855,365040.6923389435,366942.57347106934
856,856,386357.0973434448,350256.28223609924
857,857,368488.661277771,338872.95584106445
858,858,362466.41342163086,338371.0825500488
859,859,363215.05894470215,354866.5486679077
860,860,374566.1545410156,345943.5317840576
861,861,360490.1518859863,344373.51260375977
862,862,367692.5339202881,351409.70242500305
863,863,356129.9101600647,352074.33071136475
864,864,365339.7889251709,349425.90312194824
865,865,357034.9103164673,323971.24841308594
866,866,372297.4913635254,356208.5439224243
867,867,355116.2353820801,358819.38027614355
868,868,358600.0363769531,336886.6597595215
869,869,377962.3594760895,339495.23486328125
870,870,368476.88637542725,358420.14339637756
871,871,375684.19633197784,346705.78060913086
872,872,364767.21815109253,355782.7854614258
873,873,353266.0092315674,354221.38287353516
874,874,356834.6221008301,363294.3212585449
875,875,352958.20794677734,344788.16230773926
876,876,350545.6224822998,355737.6513442993
877,877,356570.0322275162,368908.7700500488
878,878,355611.1187515259,345776.62281799316
879,879,359746.6555633545,349249.8571166992
880,880,355377.54346466064,336701.1816711426
881,881,360080.97229766846,364074.8825302124
882,882,350433.80477142334,369255.2252006531
883,883,379080.48080444336,354898.26194763184
884,884,351524.6591386795,348083.6298980713
885,885,356218.52743530273,366563.7960510254
886,886,353480.2939090729,371408.4132938385
887,887,365744.07092285156,342473.62225341797
888,888,350754.70166778564,399014.43134117126
889,889,383751.8930053711,360430.76152706146
890,890,351143.1253051758,328905.78817749023
891,891,377451.83319091797,340877.0271759033
892,892,356439.6545791626,346497.6080169678
893,893,356780.37579345703,342760.826877594
894,894,354094.85775756836,338996.70808410645
895,895,346783.1685581207,372523.09588623047
896,896,350277.13358306885,375427.0502357483
897,897,409658.7974700928,579781.4666137695
898,898,493311.9412498474,329527.36584472656
899,899,392546.71673583984,372910.2664260864
900,900,355249.8544616699,365343.7891845703
901,901,354318.7492828369,367037.7904510498
902,902,351635.2543334961,371567.20458221436
903,903,355288.0382080078,364854.5269470215
904,904,356481.5049381256,347454.8894042969
905,905,352264.3481903076,375797.7547149658
906,906,349394.8710728884,369519.58599090576
907,907,358969.25895118713,388726.006942749
908,908,354876.1637573242,391533.9821434021
909,909,362111.06715393066,362595.51985168457
910,910,345604.8617577553,376305.873046875
911,911,361068.525554657,388061.30627441406
912,912,347983.45126342773,386430.42446136475
913,913,345159.60526275635,387668.85532951355
914,914,347894.41175842285,371335.77308654785
915,915,349422.8158187866,399785.38458538055
916,916,343958.47827911377,376949.44940185547
917,917,344454.5941467285,344502.8829345703
918,918,363981.0051574707,367674.82360839844
919,919,347264.43938446045,407430.43918037415
920,920,358336.7043609619,360091.0645904541
921,921,349375.88276672363,349281.6923522949
922,922,357419.2298736572,379123.5032348633
923,923,343774.8059692383,359115.19397735596
924,924,343746.6541366577,384653.72173690796
925,925,406684.7010192871,389723.0248565674
926,926,430189.5961856842,359827.2652487755
927,927,393785.1350708008,359315.3773384094
928,928,384997.1898012161,349090.06523132324
929,929,393734.9691467285,354638.1610145569
930,930,385925.46044921875,328919.6411895752
931,931,378115.68448638916,338980.1417694092
932,932,388671.39680862427,290774.4053955078
933,933,392714.19204711914,332663.27182006836
934,934,344917.12263298035,333328.97131347656
935,935,348030.62156677246,334099.9036254883
936,936,344410.34967422485,339679.9233703613
937,937,343221.2118988037,336326.8744812012
938,938,342192.73696899414,401903.08158779144
939,939,369135.37295532227,433771.2565956116
940,940,403599.37915992737,441212.54093933105
941,941,411704.5705871582,396424.8215866089
942,942,391582.13986206055,363661.5933532715
943,943,363480.15074157715,387945.8212890625
944,944,352510.44122314453,390608.8573913574
945,945,350083.24658203125,396087.3053588867
946,946,366037.28341674805,387981.64374542236
947,947,355466.8290615082,368401.76110458374
948,948,373088.79821777344,373487.31413269043
949,949,344886.20889282227,365223.46524620056
950,950,351653.0272769928,367604.15409088135
951,951,347107.5939025879,360917.7098083496
952,952,347693.89085769653,373964.8022155762
953,953,363562.14836120605,377663.4165878296
954,954,349627.9695587158,385371.95808410645
955,955,361853.7402648926,368736.19008636475
956,956,376798.99913692474,361203.89752197266
957,957,354153.183549881,360710.5982055664
958,958,351786.02450561523,361488.1480407715
959,959,349278.556640625,370062.34841156006
960,960,344293.07300567627,382634.10443115234
961,961,351605.6049041748,380824.8955593109
962,962,353325.1259384155,374048.0309524536
963,963,341737.58140563965,381530.2379627228
964,964,360581.0711212158,368362.9450683594
965,965,352277.6684150696,348061.98638916016
966,966,374007.06343078613,499974.0670776367
967,967,369994.7870221138,484402.6261100769
968,968,363745.60359191895,416024.28924560547
969,969,375964.2239866257,476923.6350402832
970,970,377680.02300977707,485776.72046661377
971,971,370762.16996765137,462140.01232910156
972,972,360804.1519393921,493410.5890350342
973,973,374546.2105560303,463122.23359680176
974,974,393805.8744506836,417948.9768753052
975,975,422946.926361084,439203.4601364136
976,976,423716.18379211426,439314.09552001953
977,977,389293.6618041992,350432.02209472656
978,978,371004.99841308594,363199.18981933594
979,979,365564.0154571533,375095.7192993164
980,980,357658.5254898071,387764.84058380127
981,981,351138.5724468231,365865.4839401245
982,982,356155.35094451904,404451.25842285156
983,983,357613.61982536316,400272.0358428955
984,984,348655.73487854004,394516.91569519043
985,985,349082.2608566284,391130.95837402344
986,986,349207.17649292946,400444.77920532227
987,987,350173.3490142822,389718.80322265625
988,988,344019.8102636337,386683.214553833
989,989,348574.4277076721,380946.33100891113
990,990,355733.897026062,363760.2504272461
991,991,351758.12790742517,368122.54529571533
992,992,347236.7278404236,373431.4547805786
993,993,344662.2343711853,389958.54914855957
994,994,343839.6235733032,400948.4348449707
995,995,343918.36557769775,395297.59197998047
996,996,343079.56103515625,389700.27421569824
997,997,346578.2631149292,391315.299407959
998,998,351007.8974494934,387535.02221393585
999,999,340276.02086639404,380897.9785461426
